id	h212102	h212311	h212312	h212315	h212316	h212318	h212319	h212321	h212326	h212332	h212329	h212402	gender	age	h212313a
100101	5300	30	20	30	15	2	10	15	5	19	0	150	1	55	0
100103	4400	30	20	25	20	200	3	20	10	9	3	150	2	48	0
100118	2490	20	10	20	17	35	27	5	10	0	1	49	1	71	0
100137	0	20	0	0	15	5	1	6	3	0	1	0	2	68	32
100138	420	15	0	0	15	10	1	3	2	0	0	0	1	81	0
100144	20	23	5	0	18	2	3	3	0	1	3	0	2	73	0
100153	1700	40	10	20	20	5	3	5	5	8	2	0	1	54	0
100162	9234	40	5	40	25	10	10	30	20	32	3	275	1	53	82
100167	0	35	0	0	25	9	3	3	2	0	1	0	2	55	0
100170	0	100	20	20	10	10	5	10	20	0	0	100	1	72	0
100199	0	25	0	0	20	20	3	4	2	0	6	0	1	82	0
100241	2400	30	4	30	14	5	7	8	6	0	1	50	1	80	0
100268	6190	60	30	30	15	1	15	18	10	20	10	200	1	59	0
100279	4740	60	10	45	20	20	10	20	10	14	10	55	1	46	60
100297	480	40	40	0	8	60	6	6	3	0	10	18	1	82	0
100318	6000	70	20	15	13	2	2	25	2	10	15	100	1	55	95
100328	0	20	5	0	5	3	3	3	5	0	5	0	2	82	0
100346	360	35	5	0	15	25	1	6	2	0	8	0	1	84	0
100354	1200	25	15	30	40	1	7	7	3	13	2	20	1	43	8
100364	2000	40	0	0	10	5	3	5	3	0	5	20	1	76	0
100374	8400	70	30	60	30	10	20	15	10	27	0	130	1	62	0
100392	960	40	10	20	20	20	2	7	5	0	5	0	1	74	0
100395	6500	60	5	30	18	2	10	12	40	20	10	230	1	61	0
100404	3060	30	0	30	75	0	7	20	20	0	5	62	1	56	2
100431	6500	45	20	45	23	5	40	30	25	25	40	200	1	50	105
100438	0	20	0	0	5	10	1	1	5	0	2	0	1	67	0
100473	4920	40	20	10	10	2	10	15	5	17	8	60	1	41	15
100487	0	20	3	0	5	10	1	3	1	0	5	20	2	67	0
100526	0	10	0	0	8	5	3	3	0	0	3	0	2	88	0
100561	1350	40	5	30	12	10	3	6	5	6	2	30	1	74	0
100578	5615	100	20	0	20	5	10	20	10	16	20	83	1	58	0
100587	0	30	0	0	10	10	2	5	3	0	8	0	1	85	0
100591	940	16	2	0	7	2	4	3	2	0	2	6	2	63	0
100592	1800	27	5	20	11	3	5	8	5	0	3	40	1	71	0
100593	6840	50	0	50	15	60	5	10	10	24	0	350	1	58	0
100602	1000	30	3	30	6	3	2	4	2	0	2	0	1	74	0
100605	8800	50	20	75	8	5	10	35	10	17	5	230	1	55	0
100642	0	20	0	0	18	3	1	2	1	0	1	0	1	50	0
100648	0	15	0	3	15	2	0	1	1	0	2	0	2	93	0
100650	1800	28	5	30	25	15	5	10	3	9	5	0	1	69	0
100659	0	20	0	0	28	1	1	4	1	0	2	0	2	79	0
100670	0	20	20	0	20	2	3	7	0	0	5	0	2	82	70
100678	9116	60	40	55	20	6	15	18	20	35	1	180	1	62	0
100693	3600	20	10	30	60	3	5	15	5	17	4	16	2	47	143
100706	2880	30	10	20	25	5	3	10	5	15	5	50	2	61	0
100718	5550	40	50	30	27	10	10	20	10	20	15	153	1	41	0
100746	6395	50	10	20	15	1	0	20	10	18	25	200	1	52	50
100761	400	40	5	0	7	3	3	5	5	0	5	0	1	61	0
100769	1260	50	5	0	10	3	5	10	5	0	12	0	2	54	0
100776	6000	50	0	38	20	3	10	20	10	10	15	10	1	44	190
100810	0	40	0	0	25	0	1	4	2	0	1	7	1	83	0
100824	11600	30	20	60	15	1	10	7	10	15	0	600	2	44	0
100830	0	30	5	0	12	3	1	4	2	0	3	0	2	63	0
100864	8500	50	50	80	50	1	5	10	10	15	0	100	1	55	0
100866	6500	70	10	50	35	2	5	20	10	16	5	100	1	51	0
100883	0	50	10	20	10	0	2	5	5	0	0	200	2	59	0
100886	2000	40	20	10	70	5	2	9	4	5	3	0	1	53	0
100906	0	15	5	0	15	7	1	5	2	0	3	0	2	71	0
100911	4200	35	5	0	20	3	20	20	10	10	20	10	1	35	0
100917	2400	50	0	0	23	0	3	5	3	2	10	2	1	43	0
100926	2975	40	0	15	15	7	7	15	8	5	3	50	1	53	45
100949	0	20	0	0	3	0	1	3	1	0	2	0	2	75	0
100954	5954	25	10	35	10	1	2	20	20	11	5	0	1	42	110
100960	6600	80	5	15	30	5	15	16	5	20	3	50	1	51	203
100984	5400	70	30	30	35	2	10	10	20	0	5	100	1	50	60
101020	0	20	5	0	12	1	1	4	1	0	2	0	2	75	0
101022	7200	45	10	50	12	1	10	20	2	12	5	190	1	52	100
101035	2000	30	0	0	13	5	2	5	2	0	5	0	1	71	0
101040	4800	30	10	10	40	5	5	15	10	23	5	100	1	54	69
101041	8400	20	20	50	15	5	10	12	10	15	0	158	1	59	0
101059	3600	60	15	20	20	2	10	30	10	13	3	20	1	44	43
101090	1560	20	10	10	30	5	5	10	0	10	0	0	2	75	10
101110	13200	60	20	50	130	1	60	15	20	45	1	300	1	41	47
101151	360	28	2	0	17	8	2	3	1	0	3	10	1	84	0
101166	0	15	2	0	10	10	2	2	2	0	4	0	2	85	0
101194	6150	30	15	50	20	3	15	10	10	17	5	150	1	40	62
101242	7200	100	10	10	30	2	5	10	5	20	10	60	1	50	155
101269	4680	50	10	30	20	30	5	20	5	20	0	100	1	49	25
101327	7078	40	7	10	22	2	7	22	10	17	20	70	1	51	133
101336	7260	55	15	30	28	2	20	20	15	8	10	123	1	50	0
101353	260	18	0	0	4	2	3	2	3	6	3	0	2	80	0
101411	1200	30	5	0	10	5	5	3	3	0	5	0	2	79	0
110002	5640	30	10	30	40	3	10	15	10	15	5	52	1	46	20
110030	7600	60	20	16	13	2	15	16	2	10	5	200	1	42	45
110091	2280	30	5	0	10	5	5	8	3	6	6	50	1	41	27
110132	3600	70	20	30	30	10	20	15	10	10	5	30	1	38	10
110158	6780	20	20	0	7	1	20	7	15	16	16	306	2	34	0
110181	3000	40	10	30	15	10	10	20	20	5	3	0	1	25	0
110192	5200	40	10	50	30	5	5	10	10	24	5	50	1	30	0
110211	4480	35	10	35	25	3	30	12	10	13	5	30	1	35	37
110271	360	20	10	0	10	0	3	7	2	5	12	30	2	25	0
110280	0	0	0	0	0	0	0	0	0	0	0	-1	2	30	0
